TITLE,DATE,RATING,REVIEW 
Immaculately performed,Date of stay: February 2022,50,"We had a Quay twin bed room with Virtuoso privileges for 5 nights. Enjoyed access to their Straits Club lounge where we met brilliant staff; particularly Siti went extra miles for us, and she did it with a smile. Excellent value and friendliness beyond expectation. Strongly recommended."
Awesome,Date of stay: February 2022,50,A very memorable stay at one of the most iconic heritage sites of Singapore. Close to many heritage buildings and convenient to get to many food outlets. A wonderful place to stay for a short trip. Amenities in the Hotel was sufficiently provided for. Staff were pleasant and helpful.
birthday celebration staycation,Date of stay: February 2022,40,"Overall the stay in this hotel is satisfied. Room is clean, king sized bed, front desk service good, location is in city area, and mrt station is within walking distance, like 5mins. Only the pillows are too soft for me."
Staff and Stay review,Date of stay: February 2022,50,"Our Stay at The Fullerton Hotel Singapore was superb, the staffs were very friendly and helpful esepcially Kate Moon and Hafiz. Both were professional and go extra mile in their service. They are friendly and easy to communicate, we did not have any issues with the stay throughout, all was smooth were because of the staff. Thank You to both and The Fullerton Hotel Singapore for the wonderful Staycation ever!!!"
Staff and Stay Review,Date of stay: February 2022,50,Our stay at The Fullerton Hotel was a breeze from the check in definitely throughout our stay. We were assisted by Kate Moon at the reception who explained to me & husband regarding the bookings of breakfast and hotel facilities. Hafiz in charge of concierge assisted us with our belongings and prepared for us a cake and The Fullerton Hotel Bear as a small gift for us staying here and our honeymoon as newly wedded couple.  Definitely would reccommend this hotel. A great and pleasant stay!
Staff Review,Date of stay: February 2022,50,"Kate Moon (reception) - Great experience with her at the front desk. She was Incredibly helpful and beyond to make our stay comfortable  Hafiz (concierge) . He was delightful, pleasant, fantastic, great attitude and eager to assist us whenever his available.  The room was extremely comfortable. Very spacious and clean with balcony with a beautiful scenery."
Going the Extra Mile with Exceptional Service,Date of stay: February 2022,50,"We celebrated our wedding anniversary at the hotel and the service extended by the team are extraordinary. Special mention to the team at Straits Lounge : Siti, Crystal, Nicholas & Anais . Despite a small team, each of them demonstrated very attentive, hardworking, personable and impeccable service. They made our stay very warm & memorable. Special mention to Crystal , who is very attentive to our needs, professional yet with very friendly personality. Also to Nicholas who helped facilitated my meeting requirements with sense of accountability and urgency. Siti was a joy to meet upon entry of the lounge , which lightens up the atmosphere. This team works hard & well together which results to good customer experience . Thank you & keep up the good work.  From Mr & Mrs Eng"
Extremely pleasant stay and helpful staff,Date of stay: February 2022,50,Requested early check in before my lunch and was pleasantly surprised when i checked in around 12.30pm as i was not promised for it! Staffs attention to detail is impeccable as well providing an extra room key for my friends to set up my surprise proposal to my girlfriend. Great stay and great service! Would definitely stay here again!
Great Stay,Date of stay: February 2022,50,Our family had a fantastic staycation at the hotel. The rooms were clean and comfy. Service provided by the team was fantastic.Breakfast at the Town Restaurant was delicious thou the variety is not alot due to the pandemic.
Great service and hotel for staycation,Date of stay: February 2022,50,Staying at the room with Marina bay view. Superb view and spacious room and bathroom. Breakfast was great with unlimited cook per order and portion is generous and food is great. The only pity on this trip was not able to have my wish for late check out come true.
