,TITLE,DATE,RATING,REVIEW
102,ok price,2018 - 09,3,stay grand prix weekend hotel credit one increase rate 3 4 time normal even though book well advance check late tell queen size bed leave get two single bed offer room 1047 top floor offer basic decoration clean even though buy high grade room get view look next tower quite close misleading compare photo show website book cheap room instead armchair provide room good tv offer limited channel wifi would connect polite gentleman front desk know work around high speed connect bathroom compact shower bath step bath far high quite dangerous view water temperature shower surge cold scold hot water inconvenient borderline dangerous breakfast 2nd floor offer good variety quality plenty seat staff clear table quickly wifi access breakfast patchy overall basic hotel clean good staff however always feel busy lot room per floor
103,average hotel average service,2018 - 10,1,stay hotel mainly location orchard road location ok everything else carpet room dirty look like never vacuum bed dusty look like never clean place room tiny especially bath room room key hardly ever work lift get room politely ask staff new room key work give send back happen 4 time go lift none work end trip 5 card issue staff helpful 2nd night change room air con stop work tell someone would call new room ready hour one call phone front desk 1030pm finally get new room help luggage anything though definitely come back stay hotel favour stay near marina bay instead
104,good location reasonable hotel,2018 - 10,4,exactly need modest price singapore 150 aud facility straightforward clean well serviced room frill 9th floor skyline view pool look good use desk staff helpful usually small wait lot people serve try breakfast advisor review good location easy access mrt food stall eaterie road strongly recommend visit singapore tourist office identify might want tourist mrt card cheap effective way get around
105,bad hotel ever stay,2018 - 10,1,good thing hotel location customer service want money everything even room available early check make wait say company policy duty manager say company wants make money zero client satisfaction service breakfast really bad variety service standard zero stay ever
106,avoid,2018 - 10,1,hotel impressive outside inside story porter trolle take luggage taxi room upon arrival room toiletry house keep gcaming make feel like wrong ask tv work fix channel english speak people even hbo movie chanel cold water supply water dispenser gave hit warm shower entry would dangerous people ever come across travel many country build industry unsafe also water shower go cold extremely hot matter setting give swimming towel use bath towel ask replace night shower scald seem reluctant room clean day basic nature toiletry seem supply arrival ask everything every day would recommend stay think hotel live star rating customer service exist
107,hotel chancellor,2018 - 04,3,hotel chancellor great location close bus station shop eatery hotel room clean roomy enough two people breakfast additional charge 20 hotel lobby small crowd time
108,pathetic hotel,2018 - 10,1,stay hotel 4 day pathetic hotel stay option vegitarian breakfast except chane n potato wedge serve breakfast everyday n even staff courteous rude seem problem indians recommend hotel anyone thing find good location
109,,2018 - 09,4,small well maintain room staff friendly helpful efficient kudo staff mark able attend issue concern food average good location definitely recommend friend family
110,feel good,2018 - 09,4,nice roomnice greatingnice customer servicenear mrt station somerseti recomende hotel minute walk orchard road like hotel little bit quietso thx
111,avg hotel,2018 - 09,3,good thing hotel location catch metro go main tourist attraction minute room okay spacious good enough sleep bad thing hotel breakfast menu whether chinese indian change menu vege dal bread non veg sausage scrumble egg manchurian even fruit platter watermelon keep mind book hotel rest good
